,country,current_role,yearly_compensation,programming_languages,ides,visualization,activities,gender,primary_tool,ages
11871,India,Data Analyst,"4,000-4,999", Other,"RStudio ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
11877,India,Data Analyst,unknown,"Python, C", Spyder," Matplotlib ,Seaborn ",unknown,Man,unknown,joven
11893,India,Data Analyst,unknown,"Python, R",Jupyter Notebook,unknown,unknown,Man,unknown,joven
11897,India,Data Analyst,"25,000-29,999","Python, R, SQL",Jupyter Notebook," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
11906,Other,Data Analyst,"1,000-1,999","Python, SQL, Javascript, MATLAB","RStudio ,Visual Studio Code (VSCode) ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Woman,"Local development environments (RStudio, JupyterLab, etc.)",joven
11933,Taiwan,Data Analyst,"30,000-39,999",Python,"Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Plotly / Plotly Express ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
11944,Japan,Data Analyst,"4,000-4,999","Python, MATLAB","Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run a machine learning service that operationally improves my product or workflows, Do research that advances the state of the art of machine learning",Man,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",joven
11950,India,Data Analyst,"7,500-9,999","Python, SQL"," Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",joven
11991,Ecuador,Data Analyst,"20,000-24,999","Python, R","RStudio , Spyder,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 ,Shiny ",Analyze and understand data to influence product or business decisions,Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
11996,United States of America,Data Analyst,"80,000-89,999"," R, SQL, Other","RStudio , Sublime Text","Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ",Analyze and understand data to influence product or business decisions,Man,"Advanced statistical software (SPSS, SAS, etc.)",mediana
12008,China,Data Analyst,"10,000-14,999",Python,"Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ",None of these activities are an important part of my role at work,Man,"Local development environments (RStudio, JupyterLab, etc.)",joven
12024,United Kingdom of Great Britain and Northern Ireland,Data Analyst,"50,000-59,999",Python,"PyCharm ,Jupyter Notebook", None,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
12051,Kenya,Data Analyst,0-999," R, SQL","RStudio ,Visual Studio ,Visual Studio Code (VSCode) , Sublime Text",Ggplot / ggplot2 ,Analyze and understand data to influence product or business decisions,Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
12054,China,Data Analyst,"1,000-1,999","Python, R","RStudio ,Jupyter Notebook",Ggplot / ggplot2 ,Experimentation and iteration to improve existing ML models,Man,unknown,joven
12055,Nigeria,Data Analyst,0-999,"Python, SQL",Jupyter Notebook," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Do research that advances the state of the art of machine learning",Woman,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",joven
12059,Nigeria,Data Analyst,"1,000-1,999",unknown,unknown,unknown,"Analyze and understand data to influence product or business decisions, Build and/or run a machine learning service that operationally improves my product or workflows",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12066,Turkey,Data Analyst,0-999,unknown,unknown,unknown,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12070,Other,Data Analyst,"10,000-14,999","Python, Javascript, MATLAB","PyCharm , Vim / Emacs,Jupyter Notebook","Seaborn ,Geoplotlib ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12081,Australia,Data Analyst,"90,000-99,999","Python, R, SQL, Bash","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,RStudio ,Visual Studio Code (VSCode) , Notepad++, Vim / Emacs"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ,Altair ,Bokeh ","Analyze and understand data to influence product or business decisions, Build prototypes to explore applying machine learning to new areas",Man,"Local development environments (RStudio, JupyterLab, etc.)",mediana
12100,Other,Data Analyst,"30,000-39,999","Python, R, SQL",Jupyter Notebook," Matplotlib ,Seaborn ,Altair ",Analyze and understand data to influence product or business decisions,Man,"Advanced statistical software (SPSS, SAS, etc.)",mediana
12117,India,Data Analyst,"15,000-19,999",unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Woman,unknown,mediana
12175,India,Data Analyst,"300,000-499,999","Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,RStudio ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12189,India,Data Analyst,"7,500-9,999","Python, R","RStudio ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12204,India,Data Analyst,"2,000-2,999","Python, R, SQL, C, C++","RStudio ,PyCharm , Spyder,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ,D3 js ,Altair ,Bokeh ,Geoplotlib ,Leaflet / Folium ",Analyze and understand data to influence product or business decisions,Woman,unknown,joven
12209,Malaysia,Data Analyst,0-999,"Python, R, SQL, C++",Jupyter Notebook, None,Analyze and understand data to influence product or business decisions,Woman,"Advanced statistical software (SPSS, SAS, etc.)",joven
12221,United States of America,Data Analyst,"60,000-69,999",Python,"PyCharm ,Jupyter Notebook", None,Analyze and understand data to influence product or business decisions,Woman,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12248,Brazil,Data Analyst,"7,500-9,999","Python, SQL",Jupyter Notebook, None,Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",joven
12270,Pakistan,Data Analyst,0-999,"Python, C, C++",Visual Studio , Other,Do research that advances the state of the art of machine learning,Man,Other,joven
12286,Greece,Data Analyst,"20,000-24,999","Python, SQL", Spyder," Matplotlib ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
12299,India,Data Analyst,"1,000-1,999","Python, SQL","PyCharm , Spyder, Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12301,United States of America,Data Analyst,"70,000-79,999","Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) , Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas",Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",joven
12308,India,Data Analyst,0-999,unknown,unknown,unknown,"Analyze and understand data to influence product or business decisions, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",Man,Other,joven
12312,United States of America,Data Analyst,"40,000-49,999", R,"RStudio , Notepad++,Jupyter Notebook","Plotly / Plotly Express ,Ggplot / ggplot2 ,Shiny ,Leaflet / Folium ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Local development environments (RStudio, JupyterLab, etc.)",mayor
12321,Other,Data Analyst,"5,000-7,499","Python, R","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12324,Japan,Data Analyst,"50,000-59,999","Python, Javascript, Other","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Jupyter Notebook", Matplotlib ,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",joven
12329,India,Data Analyst,"40,000-49,999"," SQL, Other"," Spyder,Jupyter Notebook"," Matplotlib ,Seaborn ","Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas",Man,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",mediana
12339,Italy,Data Analyst,"30,000-39,999",unknown,unknown,unknown,Analyze and understand data to influence product or business decisions,Man,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",mayor
12347,Saudi Arabia,Data Analyst,"2,000-2,999","Python, Java",Visual Studio Code (VSCode) ," Matplotlib ,Seaborn ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions,Man,"Local development environments (RStudio, JupyterLab, etc.)",joven
